Property Type,Property Use,Land Use,Beds,Baths,Rooms Count,Units Count,Stories,Building Size (sqft),Lot Size (sqft),Year Built,Years Owned,Pool,Pool Area,Garage,Basement,Deck,Deck Area,Patio,Patio Area,Air Conditioning,Roof Construction,Roof Material,Estimated Value,Assessed Value,Assessed Land Value,Assessed Improvement Value,Price Per Sqft,Last Sale Date,Last Sale Amount,Last Sale Arms Length,Prior Sale Amount,Recording Date,Document Type,Last Update Date,Cash Buyer,Investor Buyer,Flood Zone
SFR,Single Family Residence,Residential,4.0,2.0,7,0,1.0,2226.0,5939,1995.0,12.0,No,0,No,No,No,0,No,0,No,,,1807000,1257950,377385,880565,0,2013-06-24,0,No,939000.0,2013-06-24,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.0,1765.0,10000,1979.0,4.0,No,0,No,No,No,0,No,0,No,,,1613023,1613023,483907,1129116,861,2021-03-10,1520000,Yes,690000.0,2021-03-10,Grant Deed,2025-07-24 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,829.0,4275,1940.0,20.0,No,0,No,No,No,0,No,0,No,,,443000,38630,11361,27269,0,2004-08-26,0,No,0.0,2004-08-26,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,900.0,1760,1928.0,16.0,No,0,No,No,No,0,No,0,No,,,535000,195675,58702,136973,172,2009-06-05,155000,Yes,440000.0,2009-06-05,Grant Deed,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,732.0,5040,1923.0,0.0,No,0,No,No,No,0,No,0,No,,,788000,641701,192510,449191,1095,2024-10-07,801500,Yes,0.0,2024-10-07,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,1.5,2654.0,6521,1992.0,3.0,No,0,No,No,No,0,No,0,No,,,1026000,941561,282468,659093,0,2021-09-16,0,No,905000.0,2021-09-16,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,9,0,2.0,1688.0,3840,1908.0,2.0,No,0,No,No,No,0,No,0,No,,,668000,572281,149712,422569,0,2023-06-29,0,No,322500.0,2023-06-29,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,2.0,2900.0,15247,1996.0,9.0,No,0,No,No,No,0,No,0,No,,,1553000,1417180,425154,992026,0,2016-05-12,0,No,1079000.0,2016-05-12,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,894.0,4320,1924.0,0.0,No,0,No,No,No,0,No,0,No,,,612000,612000,183600,428400,570,2025-03-28,510000,Yes,0.0,2025-03-28,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,800.0,4056,1942.0,22.0,No,0,No,No,No,0,No,0,No,,,425000,291060,87318,203742,225,2002-09-30,180000,Yes,163000.0,2002-09-30,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,1.0,7,0,1.0,1399.0,4838,1924.0,4.0,No,0,No,No,No,0,No,0,No,,,776000,570373,157612,412761,0,2020-09-23,0,No,408000.0,2020-09-23,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1344.0,4040,1939.0,29.0,No,0,No,No,No,0,No,0,No,,,583000,163657,49017,114640,76,1996-07-19,102500,Yes,0.0,1996-07-19,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,7,0,1.0,1360.0,4320,1948.0,4.0,No,0,No,No,No,0,No,0,No,,,875490,875490,262647,612843,607,2021-04-15,825000,Yes,444500.0,2021-04-15,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,1036.0,5328,1945.0,25.0,No,0,No,No,No,0,No,0,No,,,508000,126109,20431,105678,0,2000-06-15,0,No,,2000-06-15,Affidavit Of Death,2025-07-16 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,1129.0,10000,1925.0,4.0,No,0,No,No,No,0,No,0,No,,,880795,880795,264238,616557,735,2021-04-30,830000,Yes,0.0,2021-04-30,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1100.0,4400,1923.0,17.0,No,0,No,No,No,0,No,0,No,,,547000,216330,64899,151431,153,2008-06-11,168000,Yes,360000.0,2008-06-11,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,1092.0,1620,1913.0,3.0,No,0,No,No,No,0,No,0,No,,,1310000,832717,723814,108903,0,2021-11-24,0,No,0.0,2021-11-24,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,6,0,1.0,1440.0,6250,1925.0,3.0,No,0,No,No,No,0,No,0,No,,,1197500,1197500,359250,838250,799,2022-06-03,1151000,Yes,837000.0,2022-06-03,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,5,0,1.0,931.0,13041,1924.0,1.0,No,0,No,No,No,0,No,0,No,,,1045281,1045281,313584,731697,1096,2024-05-29,1020000,Yes,0.0,2024-05-29,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,2.0,1943.0,5130,1983.0,6.0,No,0,No,No,No,0,No,0,No,,,935053,935053,280516,654537,440,2019-04-26,855000,Yes,0.0,2019-04-26,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,7,0,1.0,1562.0,4840,1932.0,,No,0,No,No,No,0,No,0,No,,,916000,114361,63534,50827,0,1976-12-27,0,No,,1976-12-27,Grant Deed,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,6,0,1.0,2016.0,6600,1963.0,11.0,No,0,No,No,No,0,No,0,No,,,578000,390577,117173,273404,0,2014-03-19,0,Yes,0.0,2014-03-19,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.5,1429.0,3800,1935.0,3.0,No,0,No,No,No,0,No,0,No,,,642000,612000,183600,428400,420,2022-07-29,600000,Yes,280000.0,2022-07-29,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,5,0,1.5,1114.0,3000,1926.0,3.0,No,0,No,No,No,0,No,0,No,,,519000,478583,143575,335008,413,2021-12-23,460000,No,460000.0,2021-12-23,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,936.0,6547,1908.0,20.0,No,0,No,No,No,0,No,0,No,,,942000,755651,226695,528956,591,2005-03-03,553000,Yes,0.0,2005-03-03,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,1049.0,3500,1940.0,1.0,No,0,No,No,No,0,No,0,No,,,444000,49275,21873,27402,0,2023-08-11,0,No,0.0,2023-08-11,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,3.0,6,0,2.0,1344.0,4794,1922.0,9.0,No,0,No,No,No,0,No,0,No,,,709000,671307,201392,469915,439,2016-07-13,590000,Yes,0.0,2016-07-13,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.0,1176.0,5958,1985.0,29.0,No,0,No,No,No,0,No,0,No,,,558000,226373,67912,158461,118,1995-08-11,139000,Yes,,1995-08-11,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,5,0,1.0,992.0,4000,1944.0,11.0,No,0,No,No,No,0,No,0,No,,,496000,42785,16585,26200,0,2014-06-09,0,No,,2014-06-09,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,988.0,3180,1903.0,3.0,No,0,No,No,No,0,No,0,No,,,696000,526086,157826,368260,0,2022-05-18,0,No,385000.0,2022-05-18,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,5.0,3.0,10,0,2.0,2844.0,10207,1968.0,1.0,No,0,No,No,No,0,No,0,No,,,1669000,762823,158084,604739,0,2024-03-05,0,No,0.0,2024-03-05,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1055.0,4440,1923.0,4.0,No,0,No,No,No,0,No,0,No,,,610190,610190,183057,427133,545,2021-04-21,575000,Yes,485000.0,2021-04-21,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,960.0,3100,1924.0,28.0,No,0,No,No,No,0,No,0,No,,,554000,96475,63605,32870,0,1997-01-23,0,No,,1997-01-23,Gift Deed,2025-07-16 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,9,0,2.0,1968.0,2698,1908.0,7.0,No,0,No,No,No,0,No,0,No,,,836000,413612,124083,289529,0,2017-10-19,0,No,0.0,2017-10-19,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,1.0,1.0,3,0,1.0,532.0,4200,1923.0,,No,0,No,No,No,0,No,0,No,,,481000,128240,89768,38472,0,1981-07-08,0,No,,1981-07-08,Grant Deed,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,714.0,1683,1924.0,3.0,No,0,No,No,No,0,No,0,No,,,458000,436967,131090,305877,588,2022-03-29,420000,Yes,125000.0,2022-03-29,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.0,1514.0,5000,1947.0,3.0,No,0,No,No,No,0,No,0,No,,,924914,924914,277474,647440,587,2021-09-13,889000,Yes,0.0,2021-09-13,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,7,0,1.0,1458.0,3649,1926.0,0.0,No,0,No,No,No,0,No,0,No,,,901000,78551,43665,34886,0,2025-05-14,0,No,0.0,2025-05-14,Affidavit Of Death,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.5,1278.0,2871,1907.0,21.0,No,0,No,No,No,0,No,0,No,,,540000,442404,132721,309683,249,2004-01-08,318000,No,318000.0,2004-01-08,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,7,0,1.5,1876.0,6600,1952.0,5.0,No,0,No,No,No,0,No,0,No,,,1339000,1123664,337099,786565,0,2020-02-25,0,No,0.0,2020-02-25,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,818.0,3348,1920.0,3.0,No,0,No,No,No,0,No,0,No,,,495000,265893,79768,186125,220,2000-11-14,180000,No,180000.0,2021-10-28,Correction Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,830.0,1920,1912.0,11.0,No,0,No,No,No,0,No,0,No,,,905000,268270,80481,187789,0,2014-01-30,0,No,0.0,2014-01-30,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,1155.0,7980,1928.0,,No,0,No,No,No,0,No,0,No,,,922000,509876,152963,356913,0,1993-03-05,0,Yes,0.0,1993-03-05,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,5.0,2.0,11,0,1.0,2270.0,3240,1895.0,6.0,No,0,No,No,No,0,No,0,No,,,585000,492133,147640,344493,198,2019-01-03,450000,Yes,0.0,2019-01-03,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.5,1476.0,3700,1924.0,15.0,No,0,No,No,No,0,No,0,No,,,810000,71874,42182,29692,0,2009-10-29,0,No,,2009-10-29,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1268.0,4040,1938.0,5.0,No,0,No,No,No,0,No,0,No,,,623000,518938,155681,363257,0,2019-09-24,0,No,360000.0,2019-09-24,Quit Claim Deed,2025-07-16 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,8,0,1.0,1212.0,6250,1941.0,12.0,No,0,No,No,No,0,No,0,No,,,713000,217302,65190,152112,0,2012-12-07,0,No,180000.0,2012-12-07,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,9,0,1.0,1350.0,5110,1925.0,28.0,No,0,No,No,No,0,No,0,No,,,564000,75038,23554,51484,0,1997-05-14,0,No,0.0,1997-05-14,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,9,0,2.0,2330.0,5096,1958.0,22.0,No,0,No,No,No,0,No,0,No,,,1418000,382918,164386,218532,0,2003-05-13,0,No,0.0,2003-05-13,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,10,0,1.5,4546.0,6680,1999.0,18.0,No,0,No,No,No,0,No,0,No,,,4361000,2679340,803802,1875538,0,2007-03-13,0,No,2000000.0,2007-03-13,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.5,1619.0,5000,1940.0,9.0,No,0,No,No,No,0,No,0,No,,,677000,522251,156675,365576,0,2016-04-08,0,Yes,0.0,2016-04-08,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,1150.0,7020,1956.0,9.0,No,0,No,No,No,0,No,0,No,,,707941,707941,212382,495559,530,2016-03-16,610000,Yes,480000.0,2016-03-16,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,1.0,1389.0,3800,1923.0,,No,0,No,No,No,0,No,0,No,,,672000,134029,68857,65172,0,1983-03-16,0,Yes,,1983-03-16,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,8,0,1.5,1438.0,4662,1932.0,24.0,No,0,No,No,No,0,No,0,No,,,601000,320717,96215,224502,0,2001-06-05,0,No,,2001-06-05,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,895.0,4056,1943.0,7.0,No,0,No,No,No,0,No,0,No,,,520000,518707,155612,363095,520,2018-02-13,465000,Yes,300000.0,2018-02-13,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,6,0,1.5,1160.0,4104,1938.0,8.0,No,0,No,No,No,0,No,0,No,,,535000,62255,31488,30767,0,2001-06-18,0,No,0.0,2016-10-11,Correction Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,828.0,4550,1900.0,20.0,No,0,No,No,No,0,No,0,No,,,467000,135245,40573,94672,0,2005-04-12,0,No,0.0,2005-04-12,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,2.0,1550.0,4440,1952.0,0.0,No,0,No,No,No,0,No,0,No,,,883652,883652,267939,615713,0,2025-01-06,0,No,0.0,2025-01-06,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,1.0,1937.0,4742,1927.0,6.0,No,0,No,No,No,0,No,0,No,,,1447455,1447455,434236,1013219,697,2019-07-09,1350000,Yes,980000.0,2019-07-09,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,6,0,1.0,1024.0,4240,1920.0,22.0,No,0,No,No,No,0,No,0,No,,,433000,69059,45092,23967,49,2003-04-14,50045,No,,2003-04-14,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,7,0,1.0,2259.0,12126,1956.0,2.0,No,0,No,No,No,0,No,0,No,,,1264000,1109684,326343,783341,0,2023-05-25,0,No,0.0,2023-05-25,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,792.0,6650,1912.0,5.0,No,0,No,No,No,0,No,0,No,,,433000,428730,128619,300111,0,2020-03-02,0,No,0.0,2020-03-02,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,9,0,2.0,2027.0,5109,1923.0,19.0,No,0,No,No,No,0,No,0,No,,,884000,564504,169351,395153,0,2006-02-09,0,No,405000.0,2006-02-09,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,6,0,1.0,1202.0,5472,1928.0,13.0,No,0,No,No,No,0,No,0,No,,,943000,506092,151827,354265,342,2011-12-30,411000,Yes,0.0,2011-12-30,Grant Deed,2025-07-23 00:00:00 UTC,No,Yes,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,2.0,1880.0,2864,2005.0,1.0,No,0,No,No,No,0,No,0,No,,,707000,707000,212100,494900,376,2023-08-17,707000,Yes,0.0,2023-08-17,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,6,0,1.5,894.0,2156,1930.0,0.0,No,0,No,No,No,0,No,0,No,,,492000,476894,143068,333826,559,2025-01-22,500000,Yes,349000.0,2025-01-22,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.5,1287.0,2800,1904.0,3.0,No,0,No,No,No,0,No,0,No,,,988380,988380,296514,691866,738,2021-09-28,950000,Yes,750000.0,2021-09-28,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,2.0,6,0,1.5,901.0,3500,1926.0,7.0,No,0,No,No,No,0,No,0,No,,,533033,533033,157285,375748,522,2018-03-02,470000,Yes,257500.0,2018-03-02,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,6,0,1.5,1482.0,7250,1939.0,12.0,No,0,No,No,No,0,No,0,No,,,515000,229374,68812,160562,0,2013-03-22,0,Yes,0.0,2013-03-22,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1006.0,5000,1946.0,18.0,No,0,No,No,No,0,No,0,No,,,486000,169966,50913,119053,0,2007-04-23,0,No,,2007-04-23,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,1.0,1149.0,4000,1908.0,4.0,No,0,No,No,No,0,No,0,No,,,663250,663250,198975,464275,544,2021-04-08,625000,Yes,325000.0,2021-04-08,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,1.0,1196.0,3780,1909.0,10.0,No,0,No,No,No,0,No,0,No,,,683000,412387,123716,288671,293,2015-04-02,350000,Yes,0.0,2015-04-02,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,4.0,5,0,1.5,2054.0,3250,2016.0,3.0,No,0,No,No,No,0,No,0,No,,,881000,260167,75164,185003,0,2021-09-23,0,No,0.0,2021-09-23,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,8,0,1.5,3060.0,6645,2004.0,3.0,No,0,No,No,No,0,No,0,No,,,1762000,1238855,371656,867199,0,2021-10-01,0,No,979000.0,2021-10-01,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,1.5,1908.0,7839,1959.0,4.0,No,0,No,No,No,0,No,0,No,,,1126000,591151,174629,416522,0,2020-10-12,0,No,460000.0,2020-10-12,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,5.0,5,0,1.0,1103.0,3960,1925.0,12.0,No,0,No,No,No,0,No,0,No,,,1208000,367861,110358,257503,0,2013-06-26,0,No,0.0,2013-06-26,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1088.0,3900,1941.0,0.0,No,0,No,No,No,0,No,0,No,,,479000,62291,8546,53745,460,2025-01-02,500000,No,500000.0,2025-01-02,Affidavit Of Death,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1191.0,3230,1900.0,25.0,No,0,No,No,No,0,No,0,No,,,757000,229764,69006,160758,126,1999-06-30,149500,No,149500.0,1999-12-01,Correction Deed,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,1382.0,5251,1945.0,5.0,No,0,No,No,No,0,No,0,No,,,475000,62976,30767,32209,0,2019-10-03,0,No,0.0,2019-10-03,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,1.0,7,0,1.0,1328.0,5800,1921.0,21.0,No,0,No,No,No,0,No,0,No,,,548000,127030,38109,88921,0,2004-05-28,0,No,1063636.0,2004-05-28,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,2.0,2236.0,4268,1925.0,4.0,No,0,No,No,No,0,No,0,No,,,1644000,1089165,323336,765829,0,2020-10-20,0,No,0.0,2020-10-20,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1135.0,4560,1918.0,12.0,No,0,No,No,No,0,No,0,No,,,552000,336497,100949,235548,247,2013-07-19,280000,Yes,150000.0,2013-07-19,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1262.0,4294,1925.0,3.0,No,0,No,No,No,0,No,0,No,,,603431,603431,181029,422402,460,2021-10-28,580000,Yes,0.0,2021-10-28,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,6,0,2.0,1554.0,9735,1964.0,6.0,No,0,No,No,No,0,No,0,No,,,1476400,1476400,442920,1033480,869,2019-03-26,1350000,Yes,0.0,2019-03-26,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,2.0,7,0,2.0,1520.0,2600,1999.0,4.0,No,0,No,No,No,0,No,0,No,,,707000,263682,79104,184578,0,2021-04-21,0,No,0.0,2021-04-21,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,898.0,2943,1918.0,24.0,No,0,No,No,No,0,No,0,No,,,460000,50485,14657,35828,70,1995-11-21,62500,No,0.0,2000-12-26,Correction Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,7,0,1.5,2021.0,3800,1931.0,6.0,No,0,No,No,No,0,No,0,No,,,804000,765540,229662,535878,346,2018-10-09,700000,Yes,0.0,2018-10-09,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,753.0,2077,1911.0,13.0,No,0,No,No,No,0,No,0,No,,,400000,135327,40512,94815,146,2012-05-07,110000,Yes,386825.0,2012-05-07,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,892.0,3990,1910.0,6.0,No,0,No,No,No,0,No,0,No,,,524000,495677,148703,346974,0,2018-08-17,0,No,0.0,2018-08-17,Intrafamily Transfer,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,4.0,3.0,7,0,1.0,2053.0,7777,1958.0,10.0,No,0,No,No,No,0,No,0,No,,,1114000,945571,281330,664241,0,2014-11-14,0,No,700000.0,2014-11-14,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,7,0,1.5,1840.0,5665,1960.0,8.0,No,0,No,No,No,0,No,0,No,,,1132000,933003,279901,653102,446,2017-06-30,820000,Yes,570000.0,2017-06-30,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,1.0,1578.0,41720,1958.0,1.0,No,0,No,No,No,0,No,0,No,,,988000,113214,34853,78361,0,2024-03-19,0,No,0.0,2024-03-19,Intrafamily Transfer,2025-07-16 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,3.0,2.0,7,0,2.5,2584.0,7791,1994.0,8.0,No,0,No,No,No,0,No,0,No,,,2421000,1781760,534528,1247232,0,2017-05-30,0,No,1330000.0,2017-05-30,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,No,Yes
SFR,Single Family Residence,Residential,3.0,1.0,6,0,1.0,1280.0,4200,1923.0,4.0,No,0,No,No,No,0,No,0,No,,,939161,939161,281748,657413,691,2020-09-02,885000,Yes,55000.0,2020-09-02,Grant Deed,2025-07-16 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,1.0,890.0,5320,1941.0,6.0,No,0,No,No,No,0,No,0,No,,,430000,164115,49234,114881,0,2018-09-07,0,No,130000.0,2018-09-07,Intrafamily Transfer,2025-07-23 00:00:00 UTC,Yes,Yes,Yes
SFR,Single Family Residence,Residential,2.0,1.0,5,0,2.0,1510.0,4000,1928.0,7.0,No,0,No,No,No,0,No,0,No,,,1338599,1338599,440622,897977,795,2017-12-29,1200000,Yes,714000.0,2017-12-29,Grant Deed,2025-07-23 00:00:00 UTC,No,No,Yes
SFR,Single Family Residence,Residential,2.0,1.0,4,0,1.0,816.0,5940,1925.0,15.0,No,0,No,No,No,0,No,0,No,,,454000,189814,56944,132870,0,2009-12-04,0,No,150000.0,2009-12-04,Intrafamily Transfer,2025-07-23 00:00:00 UTC,No,No,Yes
